GEO_ID,Geography,TRACT,TOTPOP,5+POP,TOTHH,TOTHU,OCCHU,POVERTY,UNEMPLOYED,PERCAP,noHSDIPL,65+,17-_abs,DISABLE,SINGLPAR_abs,ENGLTW_abs,10+UNITS_abs,MOBILEHOMES,HOUSCROWD_abs,noVEHICLE,GROUPQRTRS_abs,MINORITY_abs,17-,SINGLPAR,MINORITY,ENGLTW,10+UNITS,HOUSCROWD,GROUPQRTRS,r_POVERTY,r_UNEMPLOYED,r_PERCAP,r_noHSDIPL,r_65+,r_17-,r_DISABLE,r_SINGLPAR,r_MINORITY,r_ENGLTW,r_10+UNITS,r_MOBILEHOMES,r_HOUSCROWD,r_noVEHICLE,r_GROUPQRTRS,sc_SE,sc_HH,sc_ML,sc_HT,r_SE,r_HH,r_ML,r_HT,CDC_score,CDC_percrank
1400000US34001011701,"Census Tract 117.01, Atlantic County, New Jersey",11701,9231.0,8515.0,3122.0,3390.0,3122.0,9.2,9.7,25188.0,17.0,9.0,2461.0,9.5,225.0,346.0,134.0,17.5,39.0,3.4,7.0,4876.0,26.660166829162602,7.206918641896221,52.822012783013754,4.063417498532002,3.952802359882006,1.2491992312620115,0.07583143754739465,0.4491353001017294,0.5920651068158698,0.6012207527975585,0.5905391658189216,0.2634791454730417,0.7698372329603256,0.5244150559511699,0.47761953204476093,0.5104272634791455,0.409206510681587,0.3059511698880977,0.9946592065106816,0.26831129196337744,0.12767039674465921,0.3690233977619532,2.232960325534079,2.035350966429298,0.9196337741607324,2.0656154628687693,0.5750254323499492,0.518056968463886,0.4069175991861648,0.4918616480162767,7.253560528992878,0.5503560528992879
1400000US34001011900,"Census Tract 119, Atlantic County, New Jersey",11900,8144.0,7340.0,2662.0,3058.0,2662.0,25.5,20.1,16405.0,26.6,6.9,2652.0,17.1,707.0,636.0,790.0,0.3,178.0,23.8,14.0,6938.0,32.56385068762279,26.558978211870773,85.19155206286837,8.664850136239782,25.833878351863966,6.686701728024042,0.1719056974459725,0.8181586978636826,0.9450661241098678,0.8690233977619533,0.7906917599186165,0.12105798575788403,0.9425228891149542,0.9318413021363174,0.9318413021363174,0.7006612410986776,0.6154628687690743,0.6281790437436419,0.8535096642929807,0.6269074262461851,0.48677517802644965,0.4860122075279756,3.42293997965412,2.927263479145473,1.3161241098677519,3.0813835198372326,0.909969481180061,0.952441505595117,0.6841302136317395,0.8652085452695829,10.747711088504577,0.9298067141403866
1400000US34001012100,"Census Tract 121, Atlantic County, New Jersey",12100,2911.0,2715.0,820.0,1001.0,820.0,29.9,15.7,20247.0,32.2,15.6,663.0,8.9,136.0,502.0,153.0,1.0,55.0,22.9,312.0,2122.0,22.775678461009964,16.585365853658537,72.89591205771212,18.48987108655617,15.284715284715285,6.707317073170732,10.717966334592923,0.873855544252289,0.8725839267548321,0.7505086469989827,0.8697863682604272,0.7225330620549338,0.5239064089521872,0.4539674465920651,0.785350966429298,0.6129196337741607,0.832146490335707,0.5157680569684638,0.9173448626653102,0.6281790437436419,0.47914547304170907,0.9562563580874873,3.366734486266531,2.485757884028484,1.4450661241098677,3.496693794506612,0.897761953204476,0.8079857578840285,0.7807731434384537,0.9595625635808749,10.794252288911496,0.9328585961342828
1400000US34001012501,"Census Tract 125.01, Atlantic County, New Jersey",12501,2783.0,2582.0,980.0,1026.0,980.0,2.2,9.1,38901.0,10.4,21.1,710.0,12.4,91.0,160.0,101.0,0.0,36.0,12.8,79.0,625.0,25.51203736974488,9.285714285714285,22.457779374775424,6.196746707978312,9.844054580896687,3.6734693877551017,2.8386633129716135,0.09003051881993897,0.5422177009155646,0.2591556459816887,0.38936927772126145,0.9086978636826043,0.7042217700915565,0.7744150559511699,0.5709562563580874,0.24313326551373346,0.5185656154628687,0.4348931841302136,0.0,0.4626144455747711,0.3733468972533062,0.8540183112919634,1.2807731434384537,2.958290946083418,0.7616988809766022,2.1248728382502544,0.2952695829094608,0.9572736520854527,0.33214649033570703,0.5193285859613428,7.1256358087487275,0.5333163784333672
1400000US34001012802,"Census Tract 128.02, Atlantic County, New Jersey",12802,1945.0,1895.0,828.0,1174.0,828.0,7.2,7.3,33564.0,11.1,14.2,402.0,7.2,92.0,95.0,65.0,0.0,34.0,3.7,0.0,339.0,20.668380462724937,11.111111111111112,17.4293059125964,5.013192612137203,5.5366269165247015,4.1062801932367154,0.0,0.3611393692777213,0.3672431332655137,0.3730925737538148,0.4097151576805697,0.638351983723296,0.3799593082400814,0.2571210579857579,0.6330111902339777,0.1871820956256358,0.46286876907426244,0.3517293997965412,0.0,0.4849949135300102,0.14216683621566634,0.0,1.5111902339776195,1.908443540183113,0.6500508646998983,0.9788911495422177,0.3685147507629705,0.4163275686673449,0.280264496439471,0.12639877924720244,5.048575788402848,0.23397761953204477
1400000US34001013301,"Census Tract 133.01, Atlantic County, New Jersey",13301,2742.0,2579.0,1197.0,2248.0,1197.0,6.5,3.2,44418.0,12.3,23.9,394.0,12.7,50.0,122.0,229.0,1.0,0.0,11.3,3.0,499.0,14.369073668854849,4.177109440267335,18.198395331874544,4.730515703761148,10.186832740213523,0.0,0.10940919037199125,0.32934893184130215,0.04806714140386572,0.17878942014242116,0.45116988809766023,0.9415055951169888,0.1271617497456765,0.7945066124109867,0.27238046795523907,0.1948118006103764,0.4509155645981689,0.43972533062054936,0.9173448626653102,0.0,0.34994913530010174,0.4097151576805697,1.0073753814852493,2.135554425228891,0.6457273652085453,2.116734486266531,0.20523906408952186,0.5958799593082401,0.27899287894201424,0.5150050864699899,5.905391658189217,0.357324516785351
1400000US34003003401,"Census Tract 34.01, Bergen County, New Jersey",3401,3023.0,2777.0,870.0,893.0,870.0,3.3,6.8,45158.0,6.1,14.8,933.0,6.6,63.0,75.0,0.0,0.0,18.0,1.7,5.0,1020.0,30.86338074760172,7.241379310344828,33.74131657294079,2.700756211739287,0.0,2.0689655172413794,0.16539861065167052,0.15081383519837233,0.3224821973550356,0.16963377416073244,0.20371312309257375,0.6742115971515769,0.9155645981688708,0.19710071210579858,0.47990844354018314,0.36291963377416075,0.3133265513733469,0.0,0.0,0.34613428280773145,0.05340793489318413,0.47787385554425227,0.8466429298067141,2.2667853509664293,0.6762461851475077,0.8774160732451679,0.1482706002034588,0.6831129196337742,0.2945066124109868,0.10198372329603256,4.6670905391658195,0.1731943031536114
1400000US34003004001,"Census Tract 40.01, Bergen County, New Jersey",4001,3254.0,3068.0,1041.0,1095.0,1041.0,6.9,6.6,32291.0,7.7,12.2,614.0,7.4,69.0,175.0,67.0,2.1,10.0,6.9,24.0,1780.0,18.869084204056545,6.628242074927954,54.701905347264905,5.704041720990873,6.118721461187215,0.9606147934678194,0.7375537799631223,0.34715157680569686,0.3051881993896236,0.4046286876907426,0.27288911495422175,0.49440488301119023,0.2812817904374364,0.2805188199389624,0.44557477110885046,0.5223804679552391,0.4979654120040692,0.3685147507629705,0.9618514750762971,0.2352492370295015,0.2558494404883011,0.7189725330620549,1.3298575788402847,1.5017802644964395,1.0203458799593084,2.5404374364191256,0.3130722278738555,0.17395727365208546,0.4712614445574771,0.6780264496439471,6.392421159715158,0.42955239064089523
1400000US34003006202,"Census Tract 62.02, Bergen County, New Jersey",6202,4670.0,4449.0,2252.0,2468.0,2252.0,6.7,10.8,50768.0,7.9,27.6,636.0,13.6,66.0,484.0,1864.0,0.0,24.0,13.1,5.0,1691.0,13.618843683083512,2.930728241563055,36.20985010706638,10.878849179590919,75.52674230145867,1.0657193605683837,0.1070663811563169,0.33850457782299087,0.669379450661241,0.12538148524923703,0.2840793489318413,0.9659206510681587,0.11063072227873856,0.8293489318413021,0.1770091556459817,0.3847914547304171,0.6790437436419126,0.8509664292980671,0.0,0.24745676500508648,0.378942014242116,0.40768056968463884,1.4173448626653102,2.082909460834181,1.0638351983723298,1.8850457782299084,0.3415564598168871,0.551881993896236,0.5027975584944049,0.4183621566632757,6.44913530010173,0.4379450661241099
1400000US34003010100,"Census Tract 101, Bergen County, New Jersey",10100,6014.0,5660.0,2210.0,2252.0,2210.0,2.8,9.7,38018.0,4.8,16.1,1425.0,6.3,75.0,150.0,264.0,0.0,27.0,7.0,6.0,1836.0,23.694712337878283,3.3936651583710407,30.5287662121716,2.6501766784452294,11.72291296625222,1.2217194570135745,0.09976720984369804,0.1228382502543235,0.5920651068158698,0.2754323499491353,0.15005086469989828,0.7517802644964394,0.5915564598168871,0.17293997965412003,0.20905391658189218,0.3326551373346897,0.3090030518819939,0.46414038657171924,0.0,0.26322482197355035,0.258646998982706,0.40132248219735506,1.140386571719227,1.7253306205493386,0.6416581892166836,1.3873346897253307,0.25254323499491355,0.2856052899287894,0.27695829094608343,0.24440488301119023,4.89471007121058,0.21337741607324517
1400000US34003011300,"Census Tract 113, Bergen County, New Jersey",11300,4562.0,4243.0,1598.0,1598.0,1598.0,4.4,7.0,35949.0,12.8,15.7,967.0,9.3,117.0,437.0,29.0,0.0,0.0,4.9,5.0,1544.0,21.196843489697503,7.321652065081351,33.84480491012714,10.299316521329247,1.8147684605757195,0.0,0.10960105217010084,0.21337741607324517,0.3397761953204476,0.31561546286876907,0.46515768056968465,0.7293997965412004,0.4170905391658189,0.5002543234994914,0.48474059003051884,0.3631739572736521,0.6655645981688708,0.23601220752797558,0.0,0.0,0.1920142421159715,0.40996948118006105,1.3339267548321465,2.1314852492370298,1.0287385554425228,0.8379959308240081,0.3151068158697864,0.5918107833163785,0.47685656154628686,0.09409969481180061,5.332146490335707,0.27416073245167855
1400000US34003015100,"Census Tract 151, Bergen County, New Jersey",15100,2491.0,2297.0,919.0,1005.0,919.0,0.2,3.8,83903.0,1.6,16.4,773.0,4.3,27.0,16.0,199.0,0.0,45.0,3.6,0.0,676.0,31.031714171015658,2.9379760609358,27.13769570453633,0.696560731388768,19.800995024875622,4.896626768226334,0.0,0.008138351983723296,0.07553407934893185,0.03763987792472025,0.03229908443540183,0.7650050864699899,0.9191251271617498,0.05035605289928789,0.1775178026449644,0.2962868769074262,0.09969481180061038,0.5712105798575788,0.0,0.5330620549338759,0.13886063072227875,0.0,0.1536113936927772,1.9120040691759919,0.3959816887080366,1.2431332655137337,0.002797558494404883,0.41963377416073244,0.16302136317395727,0.20015259409969482,3.7047304170905395,0.06561546286876907
