GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2012 inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2012 inflation-adjusted dollars)
1400000US34029720205,34029720205,"Census Tract 7202.05, Ocean County, New Jersey",29503,2696
1400000US34029720206,34029720206,"Census Tract 7202.06, Ocean County, New Jersey",31399,2090
1400000US34029721000,34029721000,"Census Tract 7210, Ocean County, New Jersey",26311,5099
1400000US34029722001,34029722001,"Census Tract 7220.01, Ocean County, New Jersey",35137,3594
1400000US34029722002,34029722002,"Census Tract 7220.02, Ocean County, New Jersey",29499,2340
1400000US34029722100,34029722100,"Census Tract 7221, Ocean County, New Jersey",44766,6319
1400000US34029722200,34029722200,"Census Tract 7222, Ocean County, New Jersey",28854,4534
1400000US34029722300,34029722300,"Census Tract 7223, Ocean County, New Jersey",43413,5340
1400000US34029722401,34029722401,"Census Tract 7224.01, Ocean County, New Jersey",37360,5578
1400000US34029722402,34029722402,"Census Tract 7224.02, Ocean County, New Jersey",38200,2915
1400000US34029722500,34029722500,"Census Tract 7225, Ocean County, New Jersey",44987,5576
1400000US34029722600,34029722600,"Census Tract 7226, Ocean County, New Jersey",39228,5606
1400000US34029722701,34029722701,"Census Tract 7227.01, Ocean County, New Jersey",35829,2838
1400000US34029722702,34029722702,"Census Tract 7227.02, Ocean County, New Jersey",31677,2665
1400000US34029722800,34029722800,"Census Tract 7228, Ocean County, New Jersey",30153,3719
1400000US34029722900,34029722900,"Census Tract 7229, Ocean County, New Jersey",29904,2926
1400000US34029723000,34029723000,"Census Tract 7230, Ocean County, New Jersey",28116,2339
1400000US34029723100,34029723100,"Census Tract 7231, Ocean County, New Jersey",39180,4811
1400000US34029723200,34029723200,"Census Tract 7232, Ocean County, New Jersey",33387,2850
1400000US34029723300,34029723300,"Census Tract 7233, Ocean County, New Jersey",26471,2545
1400000US34029723400,34029723400,"Census Tract 7234, Ocean County, New Jersey",39383,5456
1400000US34029723500,34029723500,"Census Tract 7235, Ocean County, New Jersey",30487,3686
1400000US34029723600,34029723600,"Census Tract 7236, Ocean County, New Jersey",33609,3899
1400000US34029724000,34029724000,"Census Tract 7240, Ocean County, New Jersey",19635,2186
1400000US34029725001,34029725001,"Census Tract 7250.01, Ocean County, New Jersey",32499,4217
1400000US34029725002,34029725002,"Census Tract 7250.02, Ocean County, New Jersey",31321,2799
1400000US34029725100,34029725100,"Census Tract 7251, Ocean County, New Jersey",26413,3926
1400000US34029726000,34029726000,"Census Tract 7260, Ocean County, New Jersey",39998,4831
1400000US34029727001,34029727001,"Census Tract 7270.01, Ocean County, New Jersey",42015,5187
1400000US34029727002,34029727002,"Census Tract 7270.02, Ocean County, New Jersey",41637,7847
1400000US34029728000,34029728000,"Census Tract 7280, Ocean County, New Jersey",30197,4722
1400000US34029729000,34029729000,"Census Tract 7290, Ocean County, New Jersey",28516,3417
1400000US34029730000,34029730000,"Census Tract 7300, Ocean County, New Jersey",35043,3158
1400000US34029731001,34029731001,"Census Tract 7310.01, Ocean County, New Jersey",40112,4706
1400000US34029731002,34029731002,"Census Tract 7310.02, Ocean County, New Jersey",34187,3041
1400000US34029731101,34029731101,"Census Tract 7311.01, Ocean County, New Jersey",28422,3154
1400000US34029731102,34029731102,"Census Tract 7311.02, Ocean County, New Jersey",30353,3217
1400000US34029731103,34029731103,"Census Tract 7311.03, Ocean County, New Jersey",30124,2956
1400000US34029731201,34029731201,"Census Tract 7312.01, Ocean County, New Jersey",27239,4777
1400000US34029731202,34029731202,"Census Tract 7312.02, Ocean County, New Jersey",24496,2295
1400000US34029731203,34029731203,"Census Tract 7312.03, Ocean County, New Jersey",26526,2765
1400000US34029731204,34029731204,"Census Tract 7312.04, Ocean County, New Jersey",26757,2366
1400000US34029731205,34029731205,"Census Tract 7312.05, Ocean County, New Jersey",26364,3262
1400000US34029731206,34029731206,"Census Tract 7312.06, Ocean County, New Jersey",22638,2330
1400000US34029732001,34029732001,"Census Tract 7320.01, Ocean County, New Jersey",36815,3276
1400000US34029732002,34029732002,"Census Tract 7320.02, Ocean County, New Jersey",26740,2126
1400000US34029732101,34029732101,"Census Tract 7321.01, Ocean County, New Jersey",31624,3152
1400000US34029732103,34029732103,"Census Tract 7321.03, Ocean County, New Jersey",37190,6654
1400000US34029732104,34029732104,"Census Tract 7321.04, Ocean County, New Jersey",36089,3846
1400000US34029733000,34029733000,"Census Tract 7330, Ocean County, New Jersey",35476,4007
1400000US34029734001,34029734001,"Census Tract 7340.01, Ocean County, New Jersey",31684,2184
1400000US34029734002,34029734002,"Census Tract 7340.02, Ocean County, New Jersey",29282,2655
1400000US34029734003,34029734003,"Census Tract 7340.03, Ocean County, New Jersey",24340,2155
1400000US34029735001,34029735001,"Census Tract 7350.01, Ocean County, New Jersey",27598,2938
1400000US34029735002,34029735002,"Census Tract 7350.02, Ocean County, New Jersey",29116,2424
1400000US34029735101,34029735101,"Census Tract 7351.01, Ocean County, New Jersey",27154,4757
1400000US34029735103,34029735103,"Census Tract 7351.03, Ocean County, New Jersey",43350,5228
1400000US34029735104,34029735104,"Census Tract 7351.04, Ocean County, New Jersey",33356,6872
1400000US34029736001,34029736001,"Census Tract 7360.01, Ocean County, New Jersey",31068,3364
1400000US34029736002,34029736002,"Census Tract 7360.02, Ocean County, New Jersey",31528,2688
1400000US34029736101,34029736101,"Census Tract 7361.01, Ocean County, New Jersey",26625,2779
1400000US34029736102,34029736102,"Census Tract 7361.02, Ocean County, New Jersey",28192,2313
1400000US34029736105,34029736105,"Census Tract 7361.05, Ocean County, New Jersey",36814,5158
1400000US34029737000,34029737000,"Census Tract 7370, Ocean County, New Jersey",26082,2824
1400000US34029738001,34029738001,"Census Tract 7380.01, Ocean County, New Jersey",56481,12039
1400000US34029738002,34029738002,"Census Tract 7380.02, Ocean County, New Jersey",65223,13675
1400000US34029738100,34029738100,"Census Tract 7381, Ocean County, New Jersey",68444,10552
1400000US34029739000,34029739000,"Census Tract 7390, Ocean County, New Jersey",43327,3989
1400000US34029739100,34029739100,"Census Tract 7391, Ocean County, New Jersey",24336,2881
1400000US34029980000,34029980000,"Census Tract 9800, Ocean County, New Jersey",-,**
1400000US34029990000,34029990000,"Census Tract 9900, Ocean County, New Jersey",-,**
1400000US34031116500,34031116500,"Census Tract 1165, Passaic County, New Jersey",33776,3414
1400000US34031124200,34031124200,"Census Tract 1242, Passaic County, New Jersey",37133,9633
1400000US34031124311,34031124311,"Census Tract 1243.11, Passaic County, New Jersey",34795,3297
1400000US34031124312,34031124312,"Census Tract 1243.12, Passaic County, New Jersey",40728,6026
1400000US34031124321,34031124321,"Census Tract 1243.21, Passaic County, New Jersey",42224,9491
1400000US34031124322,34031124322,"Census Tract 1243.22, Passaic County, New Jersey",44109,5521
1400000US34031124323,34031124323,"Census Tract 1243.23, Passaic County, New Jersey",39671,8384
1400000US34031124401,34031124401,"Census Tract 1244.01, Passaic County, New Jersey",36830,4799
1400000US34031124402,34031124402,"Census Tract 1244.02, Passaic County, New Jersey",35498,5627
1400000US34031124500,34031124500,"Census Tract 1245, Passaic County, New Jersey",24726,4711
1400000US34031124601,34031124601,"Census Tract 1246.01, Passaic County, New Jersey",21855,3212
1400000US34031124602,34031124602,"Census Tract 1246.02, Passaic County, New Jersey",30446,2417
1400000US34031124700,34031124700,"Census Tract 1247, Passaic County, New Jersey",29319,4315
1400000US34031124800,34031124800,"Census Tract 1248, Passaic County, New Jersey",24732,2894
1400000US34031124900,34031124900,"Census Tract 1249, Passaic County, New Jersey",18036,2387
1400000US34031125000,34031125000,"Census Tract 1250, Passaic County, New Jersey",19147,3058
1400000US34031125100,34031125100,"Census Tract 1251, Passaic County, New Jersey",14547,2131
1400000US34031133701,34031133701,"Census Tract 1337.01, Passaic County, New Jersey",22494,2940
1400000US34031133702,34031133702,"Census Tract 1337.02, Passaic County, New Jersey",26061,3881
1400000US34031143200,34031143200,"Census Tract 1432, Passaic County, New Jersey",40815,4859
1400000US34031143300,34031143300,"Census Tract 1433, Passaic County, New Jersey",38077,3761
1400000US34031143400,34031143400,"Census Tract 1434, Passaic County, New Jersey",34828,5379
1400000US34031154001,34031154001,"Census Tract 1540.01, Passaic County, New Jersey",30760,3135
1400000US34031154002,34031154002,"Census Tract 1540.02, Passaic County, New Jersey",35792,4025
1400000US34031163500,34031163500,"Census Tract 1635, Passaic County, New Jersey",43134,4013
1400000US34031175200,34031175200,"Census Tract 1752, Passaic County, New Jersey",10012,1802
1400000US34031175301,34031175301,"Census Tract 1753.01, Passaic County, New Jersey",10452,1890
1400000US34031175302,34031175302,"Census Tract 1753.02, Passaic County, New Jersey",9691,1708
1400000US34031175401,34031175401,"Census Tract 1754.01, Passaic County, New Jersey",12409,1833
1400000US34031175402,34031175402,"Census Tract 1754.02, Passaic County, New Jersey",12076,2598
1400000US34031175500,34031175500,"Census Tract 1755, Passaic County, New Jersey",10252,1427
1400000US34031175601,34031175601,"Census Tract 1756.01, Passaic County, New Jersey",30322,5415
1400000US34031175602,34031175602,"Census Tract 1756.02, Passaic County, New Jersey",16375,2845
1400000US34031175701,34031175701,"Census Tract 1757.01, Passaic County, New Jersey",21414,2379
1400000US34031175703,34031175703,"Census Tract 1757.03, Passaic County, New Jersey",23284,2897
1400000US34031175704,34031175704,"Census Tract 1757.04, Passaic County, New Jersey",20891,3623
1400000US34031175801,34031175801,"Census Tract 1758.01, Passaic County, New Jersey",17038,3700
1400000US34031175802,34031175802,"Census Tract 1758.02, Passaic County, New Jersey",8395,1302
1400000US34031175900,34031175900,"Census Tract 1759, Passaic County, New Jersey",11828,2448
1400000US34031180100,34031180100,"Census Tract 1801, Passaic County, New Jersey",24270,3033
1400000US34031180201,34031180201,"Census Tract 1802.01, Passaic County, New Jersey",23344,4817
1400000US34031180202,34031180202,"Census Tract 1802.02, Passaic County, New Jersey",13488,2184
1400000US34031180300,34031180300,"Census Tract 1803, Passaic County, New Jersey",14708,2575
1400000US34031180600,34031180600,"Census Tract 1806, Passaic County, New Jersey",15295,3196
1400000US34031180700,34031180700,"Census Tract 1807, Passaic County, New Jersey",12601,2137
1400000US34031180800,34031180800,"Census Tract 1808, Passaic County, New Jersey",12803,2354
1400000US34031180900,34031180900,"Census Tract 1809, Passaic County, New Jersey",10389,2063
1400000US34031181000,34031181000,"Census Tract 1810, Passaic County, New Jersey",16356,1826
1400000US34031181100,34031181100,"Census Tract 1811, Passaic County, New Jersey",16756,2328
1400000US34031181200,34031181200,"Census Tract 1812, Passaic County, New Jersey",14151,1808
1400000US34031181300,34031181300,"Census Tract 1813, Passaic County, New Jersey",15670,3106
1400000US34031181400,34031181400,"Census Tract 1814, Passaic County, New Jersey",10645,1838
1400000US34031181500,34031181500,"Census Tract 1815, Passaic County, New Jersey",11672,2159
1400000US34031181702,34031181702,"Census Tract 1817.02, Passaic County, New Jersey",10789,1785
1400000US34031181800,34031181800,"Census Tract 1818, Passaic County, New Jersey",9333,1745
1400000US34031181900,34031181900,"Census Tract 1819, Passaic County, New Jersey",16178,2340
1400000US34031182000,34031182000,"Census Tract 1820, Passaic County, New Jersey",9801,2697
1400000US34031182100,34031182100,"Census Tract 1821, Passaic County, New Jersey",13841,2405
1400000US34031182200,34031182200,"Census Tract 1822, Passaic County, New Jersey",8549,1277
1400000US34031182301,34031182301,"Census Tract 1823.01, Passaic County, New Jersey",12330,4139
1400000US34031182302,34031182302,"Census Tract 1823.02, Passaic County, New Jersey",11006,1843
1400000US34031182400,34031182400,"Census Tract 1824, Passaic County, New Jersey",18033,2490
1400000US34031182500,34031182500,"Census Tract 1825, Passaic County, New Jersey",20536,2430
1400000US34031182600,34031182600,"Census Tract 1826, Passaic County, New Jersey",21708,2213
1400000US34031182700,34031182700,"Census Tract 1827, Passaic County, New Jersey",16245,2149
1400000US34031182800,34031182800,"Census Tract 1828, Passaic County, New Jersey",12652,2132
1400000US34031182900,34031182900,"Census Tract 1829, Passaic County, New Jersey",20012,5141
1400000US34031183000,34031183000,"Census Tract 1830, Passaic County, New Jersey",15480,2327
1400000US34031183101,34031183101,"Census Tract 1831.01, Passaic County, New Jersey",18110,2471
1400000US34031183102,34031183102,"Census Tract 1831.02, Passaic County, New Jersey",19097,3401
1400000US34031183200,34031183200,"Census Tract 1832, Passaic County, New Jersey",16027,3217
1400000US34031196401,34031196401,"Census Tract 1964.01, Passaic County, New Jersey",37752,4617
1400000US34031196402,34031196402,"Census Tract 1964.02, Passaic County, New Jersey",36946,4680
1400000US34031203600,34031203600,"Census Tract 2036, Passaic County, New Jersey",23926,4134
1400000US34031216701,34031216701,"Census Tract 2167.01, Passaic County, New Jersey",42897,3488
1400000US34031216702,34031216702,"Census Tract 2167.02, Passaic County, New Jersey",39531,5169
1400000US34031223801,34031223801,"Census Tract 2238.01, Passaic County, New Jersey",27307,3858
1400000US34031223802,34031223802,"Census Tract 2238.02, Passaic County, New Jersey",41058,5783
1400000US34031223900,34031223900,"Census Tract 2239, Passaic County, New Jersey",9348,2999
1400000US34031236601,34031236601,"Census Tract 2366.01, Passaic County, New Jersey",32324,4951
1400000US34031236602,34031236602,"Census Tract 2366.02, Passaic County, New Jersey",36960,2609
1400000US34031246001,34031246001,"Census Tract 2460.01, Passaic County, New Jersey",40466,4875
1400000US34031246002,34031246002,"Census Tract 2460.02, Passaic County, New Jersey",59315,8883
1400000US34031246003,34031246003,"Census Tract 2460.03, Passaic County, New Jersey",42905,4653
1400000US34031246101,34031246101,"Census Tract 2461.01, Passaic County, New Jersey",45695,4403
1400000US34031246102,34031246102,"Census Tract 2461.02, Passaic County, New Jersey",38851,4052
1400000US34031246103,34031246103,"Census Tract 2461.03, Passaic County, New Jersey",47260,4900
1400000US34031246104,34031246104,"Census Tract 2461.04, Passaic County, New Jersey",35682,4212
1400000US34031246201,34031246201,"Census Tract 2462.01, Passaic County, New Jersey",46619,5150
1400000US34031246202,34031246202,"Census Tract 2462.02, Passaic County, New Jersey",47875,4107
1400000US34031246203,34031246203,"Census Tract 2462.03, Passaic County, New Jersey",43810,5590
1400000US34031246300,34031246300,"Census Tract 2463, Passaic County, New Jersey",31592,4059
1400000US34031256801,34031256801,"Census Tract 2568.01, Passaic County, New Jersey",32569,2280
1400000US34031256802,34031256802,"Census Tract 2568.02, Passaic County, New Jersey",41465,4639
1400000US34031256803,34031256803,"Census Tract 2568.03, Passaic County, New Jersey",38434,3489
1400000US34031256804,34031256804,"Census Tract 2568.04, Passaic County, New Jersey",46834,8651
1400000US34031256805,34031256805,"Census Tract 2568.05, Passaic County, New Jersey",36542,3313
1400000US34031264101,34031264101,"Census Tract 2641.01, Passaic County, New Jersey",29272,3977
1400000US34031264102,34031264102,"Census Tract 2641.02, Passaic County, New Jersey",37700,3902
1400000US34031264200,34031264200,"Census Tract 2642, Passaic County, New Jersey",8278,1352
1400000US34035050100,34035050100,"Census Tract 501, Somerset County, New Jersey",30729,5797
1400000US34035050200,34035050200,"Census Tract 502, Somerset County, New Jersey",34591,4791
1400000US34035050300,34035050300,"Census Tract 503, Somerset County, New Jersey",33455,3107
1400000US34035050400,34035050400,"Census Tract 504, Somerset County, New Jersey",26317,3567
1400000US34035050500,34035050500,"Census Tract 505, Somerset County, New Jersey",31510,9138
1400000US34035050600,34035050600,"Census Tract 506, Somerset County, New Jersey",42616,7295
1400000US34035050701,34035050701,"Census Tract 507.01, Somerset County, New Jersey",43216,4319
1400000US34035050703,34035050703,"Census Tract 507.03, Somerset County, New Jersey",47340,6850
1400000US34035050704,34035050704,"Census Tract 507.04, Somerset County, New Jersey",43158,3489
1400000US34035050801,34035050801,"Census Tract 508.01, Somerset County, New Jersey",51102,3817
1400000US34035050802,34035050802,"Census Tract 508.02, Somerset County, New Jersey",47568,4551
1400000US34035050901,34035050901,"Census Tract 509.01, Somerset County, New Jersey",56691,5665
1400000US34035050902,34035050902,"Census Tract 509.02, Somerset County, New Jersey",59155,7777
1400000US34035050903,34035050903,"Census Tract 509.03, Somerset County, New Jersey",65060,6773
1400000US34035051000,34035051000,"Census Tract 510, Somerset County, New Jersey",35790,3128
1400000US34035051100,34035051100,"Census Tract 511, Somerset County, New Jersey",23387,3007
1400000US34035051200,34035051200,"Census Tract 512, Somerset County, New Jersey",23490,3292
1400000US34035051300,34035051300,"Census Tract 513, Somerset County, New Jersey",41209,4711
1400000US34035051400,34035051400,"Census Tract 514, Somerset County, New Jersey",29828,4198
1400000US34035051500,34035051500,"Census Tract 515, Somerset County, New Jersey",23799,2655
1400000US34035051600,34035051600,"Census Tract 516, Somerset County, New Jersey",30490,5837
1400000US34035051700,34035051700,"Census Tract 517, Somerset County, New Jersey",21671,2845
1400000US34035051800,34035051800,"Census Tract 518, Somerset County, New Jersey",25534,3805
1400000US34035051900,34035051900,"Census Tract 519, Somerset County, New Jersey",34731,3015
1400000US34035052001,34035052001,"Census Tract 520.01, Somerset County, New Jersey",33188,2917
1400000US34035052002,34035052002,"Census Tract 520.02, Somerset County, New Jersey",25112,4296
1400000US34035052100,34035052100,"Census Tract 521, Somerset County, New Jersey",52512,7051
1400000US34035052201,34035052201,"Census Tract 522.01, Somerset County, New Jersey",61197,10943
1400000US34035052203,34035052203,"Census Tract 522.03, Somerset County, New Jersey",66876,11360
1400000US34035052204,34035052204,"Census Tract 522.04, Somerset County, New Jersey",76757,9111
1400000US34035052300,34035052300,"Census Tract 523, Somerset County, New Jersey",68240,9935
1400000US34035052400,34035052400,"Census Tract 524, Somerset County, New Jersey",64024,6958
1400000US34035052601,34035052601,"Census Tract 526.01, Somerset County, New Jersey",86783,11227
1400000US34035052603,34035052603,"Census Tract 526.03, Somerset County, New Jersey",61663,9998
1400000US34035052700,34035052700,"Census Tract 527, Somerset County, New Jersey",66277,10595
1400000US34035052800,34035052800,"Census Tract 528, Somerset County, New Jersey",63715,11265
1400000US34035052901,34035052901,"Census Tract 529.01, Somerset County, New Jersey",88248,19208
1400000US34035052903,34035052903,"Census Tract 529.03, Somerset County, New Jersey",65584,9346
1400000US34035052904,34035052904,"Census Tract 529.04, Somerset County, New Jersey",73388,15752
1400000US34035053000,34035053000,"Census Tract 530, Somerset County, New Jersey",33280,5118
1400000US34035053102,34035053102,"Census Tract 531.02, Somerset County, New Jersey",35694,3204
1400000US34035053103,34035053103,"Census Tract 531.03, Somerset County, New Jersey",39058,3905
1400000US34035053105,34035053105,"Census Tract 531.05, Somerset County, New Jersey",42154,3946
1400000US34035053200,34035053200,"Census Tract 532, Somerset County, New Jersey",26443,3383
1400000US34035053300,34035053300,"Census Tract 533, Somerset County, New Jersey",21510,3094
1400000US34035053402,34035053402,"Census Tract 534.02, Somerset County, New Jersey",50010,5403
1400000US34035053403,34035053403,"Census Tract 534.03, Somerset County, New Jersey",41755,4391
1400000US34035053404,34035053404,"Census Tract 534.04, Somerset County, New Jersey",38869,3926
1400000US34035053501,34035053501,"Census Tract 535.01, Somerset County, New Jersey",48718,5691
1400000US34035053602,34035053602,"Census Tract 536.02, Somerset County, New Jersey",48062,5111
1400000US34035053603,34035053603,"Census Tract 536.03, Somerset County, New Jersey",51931,8793
1400000US34035053604,34035053604,"Census Tract 536.04, Somerset County, New Jersey",56046,6437
1400000US34035053703,34035053703,"Census Tract 537.03, Somerset County, New Jersey",48854,5428
1400000US34035053704,34035053704,"Census Tract 537.04, Somerset County, New Jersey",46206,4663
1400000US34035053705,34035053705,"Census Tract 537.05, Somerset County, New Jersey",38514,5152
1400000US34035053706,34035053706,"Census Tract 537.06, Somerset County, New Jersey",48895,5524
1400000US34035053707,34035053707,"Census Tract 537.07, Somerset County, New Jersey",52899,8304
1400000US34035053801,34035053801,"Census Tract 538.01, Somerset County, New Jersey",35896,4775
1400000US34035053803,34035053803,"Census Tract 538.03, Somerset County, New Jersey",50808,4438
1400000US34035053804,34035053804,"Census Tract 538.04, Somerset County, New Jersey",35384,3018
1400000US34035053805,34035053805,"Census Tract 538.05, Somerset County, New Jersey",43652,5567
1400000US34035053901,34035053901,"Census Tract 539.01, Somerset County, New Jersey",51780,8905
1400000US34035053904,34035053904,"Census Tract 539.04, Somerset County, New Jersey",59622,9774
1400000US34035053905,34035053905,"Census Tract 539.05, Somerset County, New Jersey",55315,6485
1400000US34035054100,34035054100,"Census Tract 541, Somerset County, New Jersey",58787,5694
1400000US34035054201,34035054201,"Census Tract 542.01, Somerset County, New Jersey",66953,9380
1400000US34035054202,34035054202,"Census Tract 542.02, Somerset County, New Jersey",63937,9538
1400000US34035054300,34035054300,"Census Tract 543, Somerset County, New Jersey",49124,4596
1400000US34039030200,34039030200,"Census Tract 302, Union County, New Jersey",16472,2405
1400000US34039030400,34039030400,"Census Tract 304, Union County, New Jersey",14968,2823
1400000US34039030500,34039030500,"Census Tract 305, Union County, New Jersey",15431,1962
1400000US34039030600,34039030600,"Census Tract 306, Union County, New Jersey",16799,2818
1400000US34039030701,34039030701,"Census Tract 307.01, Union County, New Jersey",19839,3507
1400000US34039030702,34039030702,"Census Tract 307.02, Union County, New Jersey",18335,1890
1400000US34039030802,34039030802,"Census Tract 308.02, Union County, New Jersey",16341,2009
1400000US34039030900,34039030900,"Census Tract 309, Union County, New Jersey",18319,1476
1400000US34039031000,34039031000,"Census Tract 310, Union County, New Jersey",15194,1714
1400000US34039031100,34039031100,"Census Tract 311, Union County, New Jersey",16649,2086
1400000US34039031200,34039031200,"Census Tract 312, Union County, New Jersey",18106,2161
1400000US34039031300,34039031300,"Census Tract 313, Union County, New Jersey",17540,2426
1400000US34039031400,34039031400,"Census Tract 314, Union County, New Jersey",16157,2228
1400000US34039031500,34039031500,"Census Tract 315, Union County, New Jersey",21914,4067
1400000US34039031601,34039031601,"Census Tract 316.01, Union County, New Jersey",19551,2607
1400000US34039031602,34039031602,"Census Tract 316.02, Union County, New Jersey",20513,2417
1400000US34039031700,34039031700,"Census Tract 317, Union County, New Jersey",20286,3603
1400000US34039031801,34039031801,"Census Tract 318.01, Union County, New Jersey",21338,3232
1400000US34039031802,34039031802,"Census Tract 318.02, Union County, New Jersey",22049,7302
1400000US34039031903,34039031903,"Census Tract 319.03, Union County, New Jersey",19157,2379
1400000US34039031904,34039031904,"Census Tract 319.04, Union County, New Jersey",17557,4113
1400000US34039032001,34039032001,"Census Tract 320.01, Union County, New Jersey",17240,1893
1400000US34039032002,34039032002,"Census Tract 320.02, Union County, New Jersey",20977,2827
1400000US34039032100,34039032100,"Census Tract 321, Union County, New Jersey",38239,3770
1400000US34039032200,34039032200,"Census Tract 322, Union County, New Jersey",25433,2997
1400000US34039032300,34039032300,"Census Tract 323, Union County, New Jersey",24781,5019
1400000US34039032400,34039032400,"Census Tract 324, Union County, New Jersey",24539,3160
1400000US34039032500,34039032500,"Census Tract 325, Union County, New Jersey",28146,4003
1400000US34039032600,34039032600,"Census Tract 326, Union County, New Jersey",27971,3495
1400000US34039032700,34039032700,"Census Tract 327, Union County, New Jersey",31832,2484
1400000US34039032800,34039032800,"Census Tract 328, Union County, New Jersey",22397,2322
1400000US34039032901,34039032901,"Census Tract 329.01, Union County, New Jersey",33761,3900
1400000US34039032902,34039032902,"Census Tract 329.02, Union County, New Jersey",35497,3829
1400000US34039033000,34039033000,"Census Tract 330, Union County, New Jersey",34272,4070
1400000US34039033100,34039033100,"Census Tract 331, Union County, New Jersey",35887,4719
1400000US34039033200,34039033200,"Census Tract 332, Union County, New Jersey",38093,5264
1400000US34039033300,34039033300,"Census Tract 333, Union County, New Jersey",34205,3744
1400000US34039033400,34039033400,"Census Tract 334, Union County, New Jersey",40241,3450
1400000US34039033500,34039033500,"Census Tract 335, Union County, New Jersey",31782,3853
1400000US34039033600,34039033600,"Census Tract 336, Union County, New Jersey",32525,3041
1400000US34039033700,34039033700,"Census Tract 337, Union County, New Jersey",29843,2835
1400000US34039033800,34039033800,"Census Tract 338, Union County, New Jersey",36964,4329
1400000US34039033900,34039033900,"Census Tract 339, Union County, New Jersey",24438,4623
1400000US34039034000,34039034000,"Census Tract 340, Union County, New Jersey",23684,3657
1400000US34039034100,34039034100,"Census Tract 341, Union County, New Jersey",30395,4216
1400000US34039034200,34039034200,"Census Tract 342, Union County, New Jersey",25656,2643
1400000US34039034300,34039034300,"Census Tract 343, Union County, New Jersey",30081,2875
1400000US34039034400,34039034400,"Census Tract 344, Union County, New Jersey",24010,4479
1400000US34039034500,34039034500,"Census Tract 345, Union County, New Jersey",25462,4841
1400000US34039034600,34039034600,"Census Tract 346, Union County, New Jersey",20782,3362
1400000US34039034700,34039034700,"Census Tract 347, Union County, New Jersey",27134,3144
1400000US34039034800,34039034800,"Census Tract 348, Union County, New Jersey",36340,3658
1400000US34039034900,34039034900,"Census Tract 349, Union County, New Jersey",31783,3477
1400000US34039035000,34039035000,"Census Tract 350, Union County, New Jersey",32634,3255
1400000US34039035100,34039035100,"Census Tract 351, Union County, New Jersey",24553,2143
1400000US34039035200,34039035200,"Census Tract 352, Union County, New Jersey",21867,4669
1400000US34039035300,34039035300,"Census Tract 353, Union County, New Jersey",24130,2709
1400000US34039035400,34039035400,"Census Tract 354, Union County, New Jersey",26870,2731
1400000US34039035500,34039035500,"Census Tract 355, Union County, New Jersey",29066,4060
1400000US34039035600,34039035600,"Census Tract 356, Union County, New Jersey",34630,4669
1400000US34039035700,34039035700,"Census Tract 357, Union County, New Jersey",28781,3877
1400000US34039035800,34039035800,"Census Tract 358, Union County, New Jersey",21996,2858
1400000US34039035900,34039035900,"Census Tract 359, Union County, New Jersey",29400,3637
1400000US34039036000,34039036000,"Census Tract 360, Union County, New Jersey",28400,3179
1400000US34039036100,34039036100,"Census Tract 361, Union County, New Jersey",30871,1838
1400000US34039036200,34039036200,"Census Tract 362, Union County, New Jersey",41263,3666
1400000US34039036301,34039036301,"Census Tract 363.01, Union County, New Jersey",38776,5866
1400000US34039036302,34039036302,"Census Tract 363.02, Union County, New Jersey",39741,3723
1400000US34039036400,34039036400,"Census Tract 364, Union County, New Jersey",78848,12934
1400000US34039036500,34039036500,"Census Tract 365, Union County, New Jersey",68766,8354
1400000US34039036600,34039036600,"Census Tract 366, Union County, New Jersey",49371,6173
1400000US34039036700,34039036700,"Census Tract 367, Union County, New Jersey",60338,11932
1400000US34039036800,34039036800,"Census Tract 368, Union County, New Jersey",58762,6895
1400000US34039036900,34039036900,"Census Tract 369, Union County, New Jersey",37154,4182
1400000US34039037000,34039037000,"Census Tract 370, Union County, New Jersey",51023,4133
1400000US34039037100,34039037100,"Census Tract 371, Union County, New Jersey",58161,5959
1400000US34039037200,34039037200,"Census Tract 372, Union County, New Jersey",49829,7385
1400000US34039037300,34039037300,"Census Tract 373, Union County, New Jersey",43435,3065
1400000US34039037400,34039037400,"Census Tract 374, Union County, New Jersey",43670,3674
1400000US34039037500,34039037500,"Census Tract 375, Union County, New Jersey",40686,3339
1400000US34039037601,34039037601,"Census Tract 376.01, Union County, New Jersey",52066,6223
1400000US34039037602,34039037602,"Census Tract 376.02, Union County, New Jersey",48644,5516
1400000US34039037700,34039037700,"Census Tract 377, Union County, New Jersey",91739,19721
1400000US34039037800,34039037800,"Census Tract 378, Union County, New Jersey",63505,7039
1400000US34039037900,34039037900,"Census Tract 379, Union County, New Jersey",99963,12756
1400000US34039038000,34039038000,"Census Tract 380, Union County, New Jersey",42157,6755
1400000US34039038101,34039038101,"Census Tract 381.01, Union County, New Jersey",65455,6804
1400000US34039038102,34039038102,"Census Tract 381.02, Union County, New Jersey",49836,4376
1400000US34039038201,34039038201,"Census Tract 382.01, Union County, New Jersey",65280,9214
1400000US34039038202,34039038202,"Census Tract 382.02, Union County, New Jersey",54277,5359
1400000US34039038300,34039038300,"Census Tract 383, Union County, New Jersey",62691,7588
1400000US34039038400,34039038400,"Census Tract 384, Union County, New Jersey",36295,3663
