GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2012 inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2012 inflation-adjusted dollars)
1400000US34003059100,34003059100,"Census Tract 591, Bergen County, New Jersey",36438,3661
1400000US34003059200,34003059200,"Census Tract 592, Bergen County, New Jersey",47423,4795
1400000US34003060000,34003060000,"Census Tract 600, Bergen County, New Jersey",37310,2926
1400000US34003061100,34003061100,"Census Tract 611, Bergen County, New Jersey",65224,8234
1400000US34003061200,34003061200,"Census Tract 612, Bergen County, New Jersey",60530,7955
1400000US34003061300,34003061300,"Census Tract 613, Bergen County, New Jersey",81077,12534
1400000US34003061400,34003061400,"Census Tract 614, Bergen County, New Jersey",58939,7785
1400000US34005700102,34005700102,"Census Tract 7001.02, Burlington County, New Jersey",36860,5518
1400000US34005700103,34005700103,"Census Tract 7001.03, Burlington County, New Jersey",39453,8517
1400000US34005700104,34005700104,"Census Tract 7001.04, Burlington County, New Jersey",18117,2404
1400000US34005700200,34005700200,"Census Tract 7002, Burlington County, New Jersey",48448,4244
1400000US34005700303,34005700303,"Census Tract 7003.03, Burlington County, New Jersey",36572,5259
1400000US34005700304,34005700304,"Census Tract 7003.04, Burlington County, New Jersey",37139,4884
1400000US34005700305,34005700305,"Census Tract 7003.05, Burlington County, New Jersey",39479,3417
1400000US34005700306,34005700306,"Census Tract 7003.06, Burlington County, New Jersey",37547,4849
1400000US34005700307,34005700307,"Census Tract 7003.07, Burlington County, New Jersey",42447,6922
1400000US34005700401,34005700401,"Census Tract 7004.01, Burlington County, New Jersey",36030,3438
1400000US34005700402,34005700402,"Census Tract 7004.02, Burlington County, New Jersey",29348,2246
1400000US34005700403,34005700403,"Census Tract 7004.03, Burlington County, New Jersey",27257,2719
1400000US34005700405,34005700405,"Census Tract 7004.05, Burlington County, New Jersey",25235,3171
1400000US34005700407,34005700407,"Census Tract 7004.07, Burlington County, New Jersey",27744,2989
1400000US34005700408,34005700408,"Census Tract 7004.08, Burlington County, New Jersey",34850,5351
1400000US34005700501,34005700501,"Census Tract 7005.01, Burlington County, New Jersey",43253,4247
1400000US34005700502,34005700502,"Census Tract 7005.02, Burlington County, New Jersey",47627,9231
1400000US34005700503,34005700503,"Census Tract 7005.03, Burlington County, New Jersey",64590,8343
1400000US34005700504,34005700504,"Census Tract 7005.04, Burlington County, New Jersey",45686,6103
1400000US34005700505,34005700505,"Census Tract 7005.05, Burlington County, New Jersey",94301,11793
1400000US34005700602,34005700602,"Census Tract 7006.02, Burlington County, New Jersey",37858,4120
1400000US34005700603,34005700603,"Census Tract 7006.03, Burlington County, New Jersey",29165,2419
1400000US34005700605,34005700605,"Census Tract 7006.05, Burlington County, New Jersey",40077,4194
1400000US34005700701,34005700701,"Census Tract 7007.01, Burlington County, New Jersey",26785,2860
1400000US34005700702,34005700702,"Census Tract 7007.02, Burlington County, New Jersey",24429,4393
1400000US34005700703,34005700703,"Census Tract 7007.03, Burlington County, New Jersey",21559,2915
1400000US34005700800,34005700800,"Census Tract 7008, Burlington County, New Jersey",39350,5432
1400000US34005700900,34005700900,"Census Tract 7009, Burlington County, New Jersey",28443,4577
1400000US34005701001,34005701001,"Census Tract 7010.01, Burlington County, New Jersey",26357,3441
1400000US34005701002,34005701002,"Census Tract 7010.02, Burlington County, New Jersey",30091,2103
1400000US34005701102,34005701102,"Census Tract 7011.02, Burlington County, New Jersey",35452,2784
1400000US34005701103,34005701103,"Census Tract 7011.03, Burlington County, New Jersey",35837,2823
1400000US34005701104,34005701104,"Census Tract 7011.04, Burlington County, New Jersey",27407,2987
1400000US34005701105,34005701105,"Census Tract 7011.05, Burlington County, New Jersey",29798,2394
1400000US34005701201,34005701201,"Census Tract 7012.01, Burlington County, New Jersey",31421,2662
1400000US34005701203,34005701203,"Census Tract 7012.03, Burlington County, New Jersey",27408,4028
1400000US34005701204,34005701204,"Census Tract 7012.04, Burlington County, New Jersey",20815,3151
1400000US34005701205,34005701205,"Census Tract 7012.05, Burlington County, New Jersey",24885,2703
1400000US34005701301,34005701301,"Census Tract 7013.01, Burlington County, New Jersey",31256,2283
1400000US34005701302,34005701302,"Census Tract 7013.02, Burlington County, New Jersey",34678,3318
1400000US34005701303,34005701303,"Census Tract 7013.03, Burlington County, New Jersey",38942,3760
1400000US34005701401,34005701401,"Census Tract 7014.01, Burlington County, New Jersey",42401,4220
1400000US34005701402,34005701402,"Census Tract 7014.02, Burlington County, New Jersey",36779,9505
1400000US34005701502,34005701502,"Census Tract 7015.02, Burlington County, New Jersey",32458,3304
1400000US34005701700,34005701700,"Census Tract 7017, Burlington County, New Jersey",38641,4192
1400000US34005702101,34005702101,"Census Tract 7021.01, Burlington County, New Jersey",17957,2597
1400000US34005702203,34005702203,"Census Tract 7022.03, Burlington County, New Jersey",36088,8330
1400000US34005702204,34005702204,"Census Tract 7022.04, Burlington County, New Jersey",20713,4298
1400000US34005702206,34005702206,"Census Tract 7022.06, Burlington County, New Jersey",24289,2860
1400000US34005702207,34005702207,"Census Tract 7022.07, Burlington County, New Jersey",22477,2805
1400000US34005702208,34005702208,"Census Tract 7022.08, Burlington County, New Jersey",31443,2772
1400000US34005702209,34005702209,"Census Tract 7022.09, Burlington County, New Jersey",28086,3254
1400000US34005702210,34005702210,"Census Tract 7022.10, Burlington County, New Jersey",24026,3255
1400000US34005702300,34005702300,"Census Tract 7023, Burlington County, New Jersey",36377,5528
1400000US34005702400,34005702400,"Census Tract 7024, Burlington County, New Jersey",39385,3125
1400000US34005702500,34005702500,"Census Tract 7025, Burlington County, New Jersey",34351,3713
1400000US34005702601,34005702601,"Census Tract 7026.01, Burlington County, New Jersey",33457,3409
1400000US34005702603,34005702603,"Census Tract 7026.03, Burlington County, New Jersey",19366,2699
1400000US34005702700,34005702700,"Census Tract 7027, Burlington County, New Jersey",43632,5246
1400000US34005702801,34005702801,"Census Tract 7028.01, Burlington County, New Jersey",29104,3313
1400000US34005702802,34005702802,"Census Tract 7028.02, Burlington County, New Jersey",28174,3240
1400000US34005702803,34005702803,"Census Tract 7028.03, Burlington County, New Jersey",30078,3320
1400000US34005702804,34005702804,"Census Tract 7028.04, Burlington County, New Jersey",25979,4555
1400000US34005702805,34005702805,"Census Tract 7028.05, Burlington County, New Jersey",25054,2053
1400000US34005702806,34005702806,"Census Tract 7028.06, Burlington County, New Jersey",22539,2196
1400000US34005702807,34005702807,"Census Tract 7028.07, Burlington County, New Jersey",24484,3164
1400000US34005702808,34005702808,"Census Tract 7028.08, Burlington County, New Jersey",24698,2890
1400000US34005702809,34005702809,"Census Tract 7028.09, Burlington County, New Jersey",28008,5495
1400000US34005702810,34005702810,"Census Tract 7028.10, Burlington County, New Jersey",39279,8220
1400000US34005702811,34005702811,"Census Tract 7028.11, Burlington County, New Jersey",30325,3455
1400000US34005702905,34005702905,"Census Tract 7029.05, Burlington County, New Jersey",41286,3646
1400000US34005702906,34005702906,"Census Tract 7029.06, Burlington County, New Jersey",31892,2876
